"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,10,11,8,9,6
Admitidas,7,5,7,9,3
No admitidas,3,6,1,0,3
