"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,261,242,238,270,266
Admitidas (presentadas en el centro),197,218,210,219,215
Admitidas (presentadas en otro centro),0,8,9,7,10
No admitidas (presentadas en el centro),66,15,19,44,40
