"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,61,52,59,54,56
Admitidas (presentadas en el centro),40,48,48,47,50
Admitidas (presentadas en otro centro),0,2,0,5,3
No admitidas (presentadas en el centro),25,2,11,2,3
