"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,119,132,114,107,113
Admitidas (presentadas en el centro),111,118,105,102,102
Admitidas (presentadas en otro centro),0,0,0,0,4
No admitidas (presentadas en el centro),9,14,9,5,7
