"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,7,12,13,16
Admitidas,0,3,7,9,9
No admitidas,8,4,5,4,7
