"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,81,64,74,71,74
Admitidas (presentadas en el centro),44,57,69,65,70
Admitidas (presentadas en otro centro),0,1,2,0,0
No admitidas (presentadas en el centro),50,6,3,6,4
