"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,102,106,88,87,65
Admitidas (presentadas en el centro),82,100,87,84,62
Admitidas (presentadas en otro centro),0,0,0,1,1
No admitidas (presentadas en el centro),24,6,1,2,2
