"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,211,187,166,149,191
Admitidas (presentadas en el centro),109,111,111,86,100
Admitidas (presentadas en otro centro),0,3,4,6,6
No admitidas (presentadas en el centro),105,72,51,56,84
