"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,252,452,385,397,480
Admitidas (presentadas en el centro),113,113,111,92,116
Admitidas (presentadas en otro centro),0,2,4,2,2
No admitidas (presentadas en el centro),153,334,268,301,360
