"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,23,8,14,11,17
Admitidas,18,7,12,7,10
No admitidas,5,1,2,4,7
