"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,120,130,117,156,123
Admitidas (presentadas en el centro),81,80,70,78,77
Admitidas (presentadas en otro centro),0,5,6,8,10
No admitidas (presentadas en el centro),39,45,39,70,36
