"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,12,9,7,9,17
Admitidas,12,2,4,4,13
No admitidas,0,7,3,5,4
