"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,57,49,37,39,29
Admitidas,51,47,33,37,29
No admitidas,6,2,4,2,0
