"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,5,9,6,4,8
Admitidas,3,9,6,3,6
No admitidas,2,0,0,1,2
