"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,186,259,228,235,204
Admitidas (presentadas en el centro),116,118,100,106,115
Admitidas (presentadas en otro centro),0,4,7,7,5
No admitidas (presentadas en el centro),73,137,120,122,82
