"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,138,137,125,102,140
Admitidas (presentadas en el centro),94,89,96,82,94
Admitidas (presentadas en otro centro),0,4,4,2,3
No admitidas (presentadas en el centro),44,44,25,18,43
