"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,84,83,61,83,90
Admitidas,73,76,54,61,55
No admitidas,11,7,7,22,35
