"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,104,135,126,75,110
Admitidas (presentadas en el centro),72,75,66,49,81
Admitidas (presentadas en otro centro),0,9,9,4,5
No admitidas (presentadas en el centro),33,51,51,22,23
