"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,62,51,41,49,29
Admitidas,56,49,39,45,29
No admitidas,6,2,2,4,0
