"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,11,8,8,5,8
Admitidas,0,1,2,3,8
No admitidas,11,7,6,2,0
