"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,9,8,20,30,21
Admitidas,9,8,18,25,11
No admitidas,0,0,2,5,10
