"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,121,111,110,104,107
Admitidas (presentadas en el centro),83,102,88,90,97
Admitidas (presentadas en otro centro),0,3,9,10,7
No admitidas (presentadas en el centro),41,5,13,4,3
