"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,33,18,37,95,127
Admitidas,3,5,8,34,73
No admitidas,30,13,29,61,54
