"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,45,61,41,35,37
Admitidas,42,53,41,32,34
No admitidas,3,8,0,3,3
