"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,56,50,39,49,41
Admitidas,48,46,38,42,36
No admitidas,8,4,1,7,5
