"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,6,6,15,4,10
Admitidas,6,6,15,4,10
No admitidas,0,0,0,0,0
