"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,100,103,112,105,114
Admitidas (presentadas en el centro),77,92,96,95,102
Admitidas (presentadas en otro centro),0,6,7,5,9
No admitidas (presentadas en el centro),24,5,9,4,3
