"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,3,15,5,6,5
Admitidas,3,14,5,6,5
No admitidas,0,1,0,0,0
