"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,191,238,223,226,362
Admitidas (presentadas en el centro),70,71,64,72,71
Admitidas (presentadas en otro centro),0,2,4,3,3
No admitidas (presentadas en el centro),130,165,155,151,286
