"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,55,35,38,45,32
Admitidas,51,24,38,43,31
No admitidas,4,11,0,2,1
