"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,162,170,180,172,181
Admitidas,149,126,152,127,138
No admitidas,13,44,28,45,43
