"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,164,158,167,166,183
Admitidas,163,155,161,163,181
No admitidas,1,3,6,3,2
