"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,53,54,75,71,62
Admitidas,48,47,40,41,40
No admitidas,5,7,35,30,22
