"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,85,93,100,109,107
Admitidas (presentadas en el centro),69,86,81,82,91
Admitidas (presentadas en otro centro),0,2,3,1,5
No admitidas (presentadas en el centro),16,5,16,26,11
