"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,98,97,107,81,106
Admitidas,79,61,70,39,56
No admitidas,19,36,37,42,50
