"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,12,11,8,4,6
Admitidas,10,5,7,4,6
No admitidas,2,6,1,0,0
