"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,88,71,92,66,69
Admitidas,53,23,47,41,21
No admitidas,35,48,45,25,48
