"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,130,71,68,72,62
Admitidas,130,70,68,69,61
No admitidas,0,1,0,3,1
