"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,290,229,210,202,138
Admitidas,264,187,124,118,115
No admitidas,26,42,86,84,23
