"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,5,5,14,8,6
Admitidas,3,2,5,5,6
No admitidas,2,3,9,3,0
