"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,210,231,245,252,214
Admitidas,177,192,179,167,134
No admitidas,33,39,66,85,80
