"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,99,107,113,125,125
Admitidas (presentadas en el centro),70,78,77,74,77
Admitidas (presentadas en otro centro),0,1,1,4,1
No admitidas (presentadas en el centro),34,28,35,47,47
