"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,172,176,167,165,152
Admitidas,129,125,125,128,126
No admitidas,43,51,42,37,26
