"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,175,170,154,151,155
Admitidas (presentadas en el centro),121,134,141,137,123
Admitidas (presentadas en otro centro),0,5,1,5,13
No admitidas (presentadas en el centro),61,31,9,9,19
