"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,48,53,59,60,44
Admitidas,45,36,42,48,37
No admitidas,3,17,17,12,7
