"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,161,156,168,134,131
Admitidas (presentadas en el centro),87,97,97,79,93
Admitidas (presentadas en otro centro),0,6,12,3,9
No admitidas (presentadas en el centro),78,51,59,50,29
