"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,142,121,127,118,159
Admitidas,139,119,101,112,133
No admitidas,3,2,26,6,26
