"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,72,102,78,69,87
Admitidas,50,48,39,37,38
No admitidas,22,54,39,32,49
