"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,168,188,192,199,201
Admitidas,154,138,160,155,135
No admitidas,14,50,32,44,66
