"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,11,15,8,7,7
Admitidas,0,2,3,0,1
No admitidas,11,13,5,7,6
