"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,10,8,3,9,9
Admitidas,9,7,3,7,6
No admitidas,1,1,0,2,3
