"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,82,93,44,70,96
Admitidas (presentadas en el centro),37,36,24,34,34
Admitidas (presentadas en otro centro),0,2,1,2,4
No admitidas (presentadas en el centro),50,53,19,34,57
