"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,60,43,32,27,19
Admitidas,51,41,28,27,18
No admitidas,9,2,4,0,1
