"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,91,124,115,102,90
Admitidas (presentadas en el centro),50,50,45,51,48
Admitidas (presentadas en otro centro),0,5,5,1,2
No admitidas (presentadas en el centro),41,68,65,50,39
