"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,126,104,95,115,109
Admitidas (presentadas en el centro),89,92,87,93,88
Admitidas (presentadas en otro centro),0,2,1,5,3
No admitidas (presentadas en el centro),40,10,6,16,18
