"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,32,37,30,52,31
Admitidas,19,9,13,29,11
No admitidas,13,28,17,23,20
