"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,159,156,132,120,127
Admitidas,159,130,116,119,117
No admitidas,0,26,16,1,10
