"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,23,12,39,30,57
Admitidas,14,5,36,25,37
No admitidas,9,7,3,5,20
