"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,165,161,189,188,146
Admitidas,160,154,155,151,124
No admitidas,5,7,34,37,22
