"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,191,153,173,167,143
Admitidas,179,143,144,135,121
No admitidas,12,10,29,32,22
