"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,150,178,194,157,150
Admitidas,124,134,141,123,119
No admitidas,26,44,53,34,31
