"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,28,43,59,50,53
Admitidas,20,24,40,33,37
No admitidas,8,19,19,17,16
