"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,219,239,251,255,181
Admitidas,215,210,209,250,144
No admitidas,4,29,42,5,37
