"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,140,151,176,176,173
Admitidas,131,130,159,153,148
No admitidas,9,21,17,23,25
